"Move Between Sites","Proposed Teacher Load","Timetable Notice","Lopsided","Max Day Spread","Successive 2 Periods","Successive 3 Periods","Periods Teachers Off","Consecutive Periods"
"False","4400","Semester 1 2024","True","True","False","False","0","0"
