"Class Code","Subject Code","Class Name","Subject Name","Class Suffix","Faculty Name","Faculty Code","BOS Class Code","BOS Code 2","BOS Code 3","ClassNameGuid","FacultyGuid"
"1PCR07C","1PCR07","Pastoral Care Year 7 Sem 1C","Pastoral Care Year 7 Sem 1","C","PCR","PCR","","","","{26C0E51C-38C8-44B9-A2A6-777CE5C6EEB7}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR07D","1PCR07","Pastoral Care Year 7 Sem 1D","Pastoral Care Year 7 Sem 1","D","PCR","PCR","","","","{0929BB5F-10D1-4D4A-8247-41507CF80C45}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR07E","1PCR07","Pastoral Care Year 7 Sem 1E","Pastoral Care Year 7 Sem 1","E","PCR","PCR","","","","{FF3015AE-0335-41E4-9937-DB1195A15EE0}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR08A","1PCR08","Pastoral Care Year 8 Sem 1A","Pastoral Care Year 8 Sem 1","A","PCR","PCR","","","","{D35256EC-72F8-4DE6-B02F-17104988A573}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR08B","1PCR08","Pastoral Care Year 8 Sem 1B","Pastoral Care Year 8 Sem 1","B","PCR","PCR","","","","{9B5125FE-E2BA-4E85-A2EC-66956B6A8B58}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR08C","1PCR08","Pastoral Care Year 8 Sem 1C","Pastoral Care Year 8 Sem 1","C","PCR","PCR","","","","{C03E28B4-C882-41F2-84F9-1CFF766C9BE6}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR08D","1PCR08","Pastoral Care Year 8 Sem 1D","Pastoral Care Year 8 Sem 1","D","PCR","PCR","","","","{7A2EC318-B809-4406-BF03-2E7FFF5B50B9}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR08E","1PCR08","Pastoral Care Year 8 Sem 1E","Pastoral Care Year 8 Sem 1","E","PCR","PCR","","","","{4F187A3A-5861-4F04-AFD4-93FF87532E95}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR09A","1PCR09","Pastoral Care Year 9 Sem 1A","Pastoral Care Year 9 Sem 1","A","PCR","PCR","","","","{88D94F32-5962-4033-B297-BD08F4A37B5E}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR09B","1PCR09","Pastoral Care Year 9 Sem 1B","Pastoral Care Year 9 Sem 1","B","PCR","PCR","","","","{F727F757-D727-4204-B358-8EA07C32CF92}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR09C","1PCR09","Pastoral Care Year 9 Sem 1C","Pastoral Care Year 9 Sem 1","C","PCR","PCR","","","","{659A83E8-4DF6-4896-B44A-3FC8E279DC3C}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR09D","1PCR09","Pastoral Care Year 9 Sem 1D","Pastoral Care Year 9 Sem 1","D","PCR","PCR","","","","{9B497279-BB5B-4C48-9067-39145021095E}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR09E","1PCR09","Pastoral Care Year 9 Sem 1E","Pastoral Care Year 9 Sem 1","E","PCR","PCR","","","","{11F3240A-EEEF-48D6-A506-C3DBA2139869}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR09F","1PCR09","Pastoral Care Year 9 Sem 1F","Pastoral Care Year 9 Sem 1","F","PCR","PCR","","","","{7C683290-18A2-4202-B2E1-10D063ECE29C}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10A","1PCR10","Pastoral Care Year 10 Sem 1A","Pastoral Care Year 10 Sem 1","A","PCR","PCR","","","","{64716A3E-2A4E-4BD4-87A6-A90240DC9456}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10B","1PCR10","Pastoral Care Year 10 Sem 1B","Pastoral Care Year 10 Sem 1","B","PCR","PCR","","","","{A5571A04-168A-45E0-A96B-D61A6E840F81}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10C","1PCR10","Pastoral Care Year 10 Sem 1C","Pastoral Care Year 10 Sem 1","C","PCR","PCR","","","","{2942AEC5-6F73-4BE7-BD97-982010CDDD52}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10D","1PCR10","Pastoral Care Year 10 Sem 1D","Pastoral Care Year 10 Sem 1","D","PCR","PCR","","","","{F4FDD5DF-42E7-4D0B-BAA5-7031B8D43C51}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10E","1PCR10","Pastoral Care Year 10 Sem 1E","Pastoral Care Year 10 Sem 1","E","PCR","PCR","","","","{9E5D9925-92F3-47C5-90B1-83C78CBF2813}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10F","1PCR10","Pastoral Care Year 10 Sem 1F","Pastoral Care Year 10 Sem 1","F","PCR","PCR","","","","{0A05F51F-B769-4672-9F78-40D8F6B5C1B8}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10G","1PCR10","Pastoral Care Year 10 Sem 1G","Pastoral Care Year 10 Sem 1","G","PCR","PCR","","","","{0D68589F-AB0E-4769-B79F-F720659902D8}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR10H","1PCR10","Pastoral Care Year 10 Sem 1H","Pastoral Care Year 10 Sem 1","H","PCR","PCR","","","","{0F979E17-160D-4079-8928-40212CB5E020}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR11A","1PCR11","Pastoral Care Year 11 Sem 1A","Pastoral Care Year 11 Sem 1","A","PCR","PCR","","","","{D8FDFA3A-7A7C-40B9-A530-26C8B1F0843E}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR11B","1PCR11","Pastoral Care Year 11 Sem 1B","Pastoral Care Year 11 Sem 1","B","PCR","PCR","","","","{2042B9F7-2017-407B-BB09-96DD06DC6F6D}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR11C","1PCR11","Pastoral Care Year 11 Sem 1C","Pastoral Care Year 11 Sem 1","C","PCR","PCR","","","","{8EC4B4AF-13CC-4351-B025-7C5EC3292FB9}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR11D","1PCR11","Pastoral Care Year 11 Sem 1D","Pastoral Care Year 11 Sem 1","D","PCR","PCR","","","","{5F838116-E81A-4DCB-96E1-7926EBE7F16B}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR11E","1PCR11","Pastoral Care Year 11 Sem 1E","Pastoral Care Year 11 Sem 1","E","PCR","PCR","","","","{A692B589-F97E-4FF4-808F-7FE4E4D93E75}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR11V","1PCR11","Pastoral Care Year 11 Sem 1V","Pastoral Care Year 11 Sem 1","V","PCR","PCR","","","","{75566A07-3E47-4F58-A025-AB05686DDCA1}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12A","1PCR12","Pastoral Care Year 12 Sem 1A","Pastoral Care Year 12 Sem 1","A","PCR","PCR","","","","{C547A9A4-5402-41A9-862E-E11742365701}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12B","1PCR12","Pastoral Care Year 12 Sem 1B","Pastoral Care Year 12 Sem 1","B","PCR","PCR","","","","{8A759926-A742-40B0-B04A-88996CC099DA}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12C","1PCR12","Pastoral Care Year 12 Sem 1C","Pastoral Care Year 12 Sem 1","C","PCR","PCR","","","","{3082ED42-2826-4585-91F4-4952E4DE2AE1}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12D","1PCR12","Pastoral Care Year 12 Sem 1D","Pastoral Care Year 12 Sem 1","D","PCR","PCR","","","","{538D95EB-2606-4DEE-B851-4EA75EF88CD5}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12E","1PCR12","Pastoral Care Year 12 Sem 1E","Pastoral Care Year 12 Sem 1","E","PCR","PCR","","","","{0D85A8AE-6D0D-47C1-8DDB-173B7B2AB046}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12F","1PCR12","Pastoral Care Year 12 Sem 1F","Pastoral Care Year 12 Sem 1","F","PCR","PCR","","","","{77D93793-D86F-46C5-A0B4-770DF04DA3C2}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PCR12V","1PCR12","Pastoral Care Year 12 Sem 1V","Pastoral Care Year 12 Sem 1","V","PCR","PCR","","","","{DA9ED15C-EAEC-4F3A-A915-64C9BECC642A}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1PED07A","1PED07","Physical Education Year 7 Sem 1A","Physical Education Year 7 Sem 1","A","HEALTHPED_PED","PED","","","","{C72EA49F-3B86-4B9C-AD61-2847AB1A4577}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED07B","1PED07","Physical Education Year 7 Sem 1B","Physical Education Year 7 Sem 1","B","HEALTHPED_PED","PED","","","","{3256C09F-B84F-4EBF-8443-3137A366F6EB}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED07C","1PED07","Physical Education Year 7 Sem 1C","Physical Education Year 7 Sem 1","C","HEALTHPED_PED","PED","","","","{8F7A1D41-FA0C-40E8-8C20-1DDF6C425DE7}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED07D","1PED07","Physical Education Year 7 Sem 1D","Physical Education Year 7 Sem 1","D","HEALTHPED_PED","PED","","","","{AE8070B3-5DFF-43C1-BC98-CC401B332A14}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED07E","1PED07","Physical Education Year 7 Sem 1E","Physical Education Year 7 Sem 1","E","HEALTHPED_PED","PED","","","","{9EB71CA9-6997-4A98-96B1-8738FAA69FA5}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED08A","1PED08","Physical Education Year 8 Sem 1A","Physical Education Year 8 Sem 1","A","HEALTHPED_PED","PED","","","","{D60D6DC9-17EB-464C-9FA5-EBF282BD129B}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED08B","1PED08","Physical Education Year 8 Sem 1B","Physical Education Year 8 Sem 1","B","HEALTHPED_PED","PED","","","","{32597AD2-A4A8-4B15-BC9E-EB3C5514F865}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED08C","1PED08","Physical Education Year 8 Sem 1C","Physical Education Year 8 Sem 1","C","HEALTHPED_PED","PED","","","","{27EC9F34-C452-4362-9160-1966E9AEA13F}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED08D","1PED08","Physical Education Year 8 Sem 1D","Physical Education Year 8 Sem 1","D","HEALTHPED_PED","PED","","","","{F1B43F72-D48C-4BA6-9D47-27064825D66D}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED08E","1PED08","Physical Education Year 8 Sem 1E","Physical Education Year 8 Sem 1","E","HEALTHPED_PED","PED","","","","{84431E0C-2F2C-43B5-AB1E-C0914E4B7FFE}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED09A","1PED09","Physical Education Year 9 Sem 1A","Physical Education Year 9 Sem 1","A","HEALTHPED_PED","PED","","","","{C3A7B215-C482-4BFC-91DC-9FC4F853A026}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED09B","1PED09","Physical Education Year 9 Sem 1B","Physical Education Year 9 Sem 1","B","HEALTHPED_PED","PED","","","","{1E59296D-707E-4F59-9551-876B4F5DB220}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED09C","1PED09","Physical Education Year 9 Sem 1C","Physical Education Year 9 Sem 1","C","HEALTHPED_PED","PED","","","","{5898E5E7-2079-4E3A-9C57-7DE3FB1FE20F}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED09D","1PED09","Physical Education Year 9 Sem 1D","Physical Education Year 9 Sem 1","D","HEALTHPED_PED","PED","","","","{9E7927EC-B0C2-4A52-BEE7-E95514AF7405}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED09E","1PED09","Physical Education Year 9 Sem 1E","Physical Education Year 9 Sem 1","E","HEALTHPED_PED","PED","","","","{BDB86FCF-7976-4125-A0B2-01189C42BB72}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED09F","1PED09","Physical Education Year 9 Sem 1F","Physical Education Year 9 Sem 1","F","HEALTHPED_PED","PED","","","","{D5E8BFB5-67C9-496A-9817-DA6EC5272D43}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED102","1PED10","Physical Education Year 10 Sem 12","Physical Education Year 10 Sem 1","2","HEALTHPED_PED","PED","","","","{B372D25E-BA96-4CFF-8403-6445CAA920F3}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED113","1PED11","Physical Education Unit 1 VCE3","Physical Education Unit 1 VCE","3","HEALTHPED_PED","PED","PE011","3","","{16B4B893-0E69-491C-996E-509DB39C7AFF}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED115","1PED11","Physical Education Unit 1 VCE5","Physical Education Unit 1 VCE","5","HEALTHPED_PED","PED","PE011","5","","{FB42442F-3AAD-4272-894F-5BD0F3ACE14F}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED121","1PED12","Physical Education Unit 3 VCE1","Physical Education Unit 3 VCE","1","HEALTHPED_PED","PED","PE033","1","","{14871FBB-54F8-4288-A6D2-28684AB5054D}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PED124","1PED12","Physical Education Unit 3 VCE4","Physical Education Unit 3 VCE","4","HEALTHPED_PED","PED","PE033","4","","{F80F945F-9D35-46AA-B4B7-5993C8B1D0B7}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PES107","1PES10","Exercise Science Year 10 Sem 1 Wed7","Exercise Science Year 10 Sem 1 Wed","7","HEALTHPED_HHD","HHD","","","","{10EFC6DA-DD68-44B2-8FC0-41321CF6FF57}","{B35B2C99-72F8-47AE-96D0-D7016803F455}"
"1PFR095","1PFR09","Physical Fitness and Recreation Year 9 Sem 15","Physical Fitness and Recreation Year 9 Sem 1","5","HEALTHPED_PED","PED","","","","{7BEF8AB4-19EB-45F5-9C02-A4D971B757B2}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PFR096","1PFR09","Physical Fitness and Recreation Year 9 Sem 16","Physical Fitness and Recreation Year 9 Sem 1","6","HEALTHPED_PED","PED","","","","{ED8C1532-A971-4883-99A4-FB4F8EBA3E52}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PFR102","1PFR10","Physical Fitness and Recreation Year 10 Sem 12","Physical Fitness and Recreation Year 10 Sem 1","2","HEALTHPED_PED","PED","","","","{D01F822D-9198-4DF0-812A-688AFD19E1FF}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PFR104","1PFR10","Physical Fitness and Recreation Year 10 Sem 14","Physical Fitness and Recreation Year 10 Sem 1","4","HEALTHPED_PED","PED","","","","{12C81D5D-2428-414E-870F-75983B40033D}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PFR105","1PFR10","Physical Fitness and Recreation Year 10 Sem 15","Physical Fitness and Recreation Year 10 Sem 1","5","HEALTHPED_PED","PED","","","","{A0ED5BF9-F32C-4933-A5A9-AA68C5FC973C}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PFR106","1PFR10","Physical Fitness and Recreation Year 10 Sem 16","Physical Fitness and Recreation Year 10 Sem 1","6","HEALTHPED_PED","PED","","","","{9E0F2F29-A1F1-4D01-85D4-AB7EEC81627F}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PHY116","1PHY11","Physics Unit 1 VCE6","Physics Unit 1 VCE","6","SCIENCE_PHYSICS","PHY","PH011","6","","{248D62DF-2B43-496C-962F-F07132CC2C22}","{2E1B153A-CE29-42CA-BDC7-A1A1171BBE9C}"
"1PHY124","1PHY12","Physics Unit 3 VCE4","Physics Unit 3 VCE","4","SCIENCE_PHYSICS","PHY","PH033","4","","{E07F601B-0C82-4D23-8C05-70D711E09E77}","{2E1B153A-CE29-42CA-BDC7-A1A1171BBE9C}"
"1PIH107","1PIH10","Inside Health Year 10 Sem 1 Wed7","Inside Health Year 10 Sem 1 Wed","7","HEALTHPED_HHD","HHD","","","","{3BF569C8-4AFE-4443-B997-F000FF3214E5}","{B35B2C99-72F8-47AE-96D0-D7016803F455}"
"1PSY096","1PSY09","Psychology Year 9 Sem 16","Psychology Year 9 Sem 1","6","SCIENCE_PSYCHOLOGY","PSY","","","","{18BDDA46-907D-472E-BB58-99475F3EC765}","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}"
"1PSY113","1PSY11","Psychology Unit 1 VCE3","Psychology Unit 1 VCE","3","SCIENCE_PSYCHOLOGY","PSY","PY011","3","","{14BBA4A0-6820-4012-A9F3-754E77C88C0D}","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}"
"1PSY115","1PSY11","Psychology Unit 1 VCE5","Psychology Unit 1 VCE","5","SCIENCE_PSYCHOLOGY","PSY","PY011","5","","{136C2279-6A16-4AA4-A0EC-634378A1DC91}","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}"
"1PSY122","1PSY12","Psychology Unit 3 VCE2","Psychology Unit 3 VCE","2","SCIENCE_PSYCHOLOGY","PSY","PY033","2","","{822B5B94-B530-4C76-BC47-70D6405CB7F5}","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}"
"1PSY124","1PSY12","Psychology Unit 3 VCE4","Psychology Unit 3 VCE","4","SCIENCE_PSYCHOLOGY","PSY","PY033","4","","{F9709FAC-EA73-463E-91F6-F34928D41833}","{91FB4D8A-A9CA-4145-A19F-07F2F8F7E95D}"
"1SCE106","1SCE10","Environmental Science Year 10 Sem 16","Environmental Science Year 10 Sem 1","6","SCIENCE_SCIENCE JUNIOR","SCI","","","","{49D9DCE8-4C84-42A8-B0D1-1AF284C30F04}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI07A","1SCI07","Science Year 7 Sem 1A","Science Year 7 Sem 1","A","SCIENCE_SCIENCE JUNIOR","SCI","","","","{2A860858-ABDA-45CF-A417-19F156787F0B}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI07B","1SCI07","Science Year 7 Sem 1B","Science Year 7 Sem 1","B","SCIENCE_SCIENCE JUNIOR","SCI","","","","{49E84310-5252-43FB-80BF-DE06A4FC9470}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI07C","1SCI07","Science Year 7 Sem 1C","Science Year 7 Sem 1","C","SCIENCE_SCIENCE JUNIOR","SCI","","","","{237A630A-BEFD-4FBB-ABC7-FFC7BA0C0C59}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI07D","1SCI07","Science Year 7 Sem 1D","Science Year 7 Sem 1","D","SCIENCE_SCIENCE JUNIOR","SCI","","","","{888FBE40-FBCB-4A10-A3F8-79977443451E}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI07E","1SCI07","Science Year 7 Sem 1E","Science Year 7 Sem 1","E","SCIENCE_SCIENCE JUNIOR","SCI","","","","{739F11B5-BC7F-4716-B423-5E47392FBF65}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI08A","1SCI08","Science Year 8 Sem 1A","Science Year 8 Sem 1","A","SCIENCE_SCIENCE JUNIOR","SCI","","","","{F7F18BB6-A034-4A4A-B035-29730934DB7E}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI08B","1SCI08","Science Year 8 Sem 1B","Science Year 8 Sem 1","B","SCIENCE_SCIENCE JUNIOR","SCI","","","","{9E7D6E92-BAA4-49A0-86D9-536CB08BB25C}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI08C","1SCI08","Science Year 8 Sem 1C","Science Year 8 Sem 1","C","SCIENCE_SCIENCE JUNIOR","SCI","","","","{908E3BD6-9E7B-47CF-AB60-B8CD0AE10AF3}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI08D","1SCI08","Science Year 8 Sem 1D","Science Year 8 Sem 1","D","SCIENCE_SCIENCE JUNIOR","SCI","","","","{F2556D3D-9E89-4274-9B6C-34730446FCEE}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI08E","1SCI08","Science Year 8 Sem 1E","Science Year 8 Sem 1","E","SCIENCE_SCIENCE JUNIOR","SCI","","","","{3940E0A0-E451-4285-B2A8-7961F279B6DA}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI09A","1SCI09","Science Year 9 Sem 1A","Science Year 9 Sem 1","A","SCIENCE_SCIENCE JUNIOR","SCI","","","","{AB2921A3-6A97-4391-87A3-0E4EE1EF5028}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI09B","1SCI09","Science Year 9 Sem 1B","Science Year 9 Sem 1","B","SCIENCE_SCIENCE JUNIOR","SCI","","","","{7AA1AF34-B433-4EE0-BB9E-831C23DADD05}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI09C","1SCI09","Science Year 9 Sem 1C","Science Year 9 Sem 1","C","SCIENCE_SCIENCE JUNIOR","SCI","","","","{869AAD1F-E901-49EB-89D0-17257BD71181}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI09D","1SCI09","Science Year 9 Sem 1D","Science Year 9 Sem 1","D","SCIENCE_SCIENCE JUNIOR","SCI","","","","{92B82CB7-C3E6-490C-9B74-31D010439AC7}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI09E","1SCI09","Science Year 9 Sem 1E","Science Year 9 Sem 1","E","SCIENCE_SCIENCE JUNIOR","SCI","","","","{EB94B094-4C97-4B3B-A03D-A6E9B305365C}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI09F","1SCI09","Science Year 9 Sem 1F","Science Year 9 Sem 1","F","SCIENCE_SCIENCE JUNIOR","SCI","","","","{FC64892F-8D51-47B9-83B0-E77195B2431E}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI101","1SCI10","Science Year 10 Sem 11","Science Year 10 Sem 1","1","SCIENCE_SCIENCE JUNIOR","SCI","","","","{AF3EDDE9-B83E-468D-966E-892FB708ABDA}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI102","1SCI10","Science Year 10 Sem 12","Science Year 10 Sem 1","2","SCIENCE_SCIENCE JUNIOR","SCI","","","","{22B6AD8E-A356-46B1-9021-56633ECD697C}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI103","1SCI10","Science Year 10 Sem 13","Science Year 10 Sem 1","3","SCIENCE_SCIENCE JUNIOR","SCI","","","","{4061DF84-1EB6-48AD-B0BB-93C7DA4A9D47}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI104","1SCI10","Science Year 10 Sem 14","Science Year 10 Sem 1","4","SCIENCE_SCIENCE JUNIOR","SCI","","","","{7D6DB542-993D-4E46-A7B4-2C6CD0D7E81A}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI105A","1SCI10","Science Year 10 Sem 15A","Science Year 10 Sem 1","5A","SCIENCE_SCIENCE JUNIOR","SCI","","","","{7E39F66E-8034-4E56-838D-6ED46112043E}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI105B","1SCI10","Science Year 10 Sem 15B","Science Year 10 Sem 1","5B","SCIENCE_SCIENCE JUNIOR","SCI","","","","{121C3213-F1AF-4C30-82A0-41AFCD871766}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SCI106","1SCI10","Science Year 10 Sem 16","Science Year 10 Sem 1","6","SCIENCE_SCIENCE JUNIOR","SCI","","","","{1BB236B9-A1A3-46F8-B98E-EC4948FE30AB}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1SFS095","1SFS09","Forensic Science Year 9 Sem 15","Forensic Science Year 9 Sem 1","5","SCIENCE_SCIENCE JUNIOR","SCI","","","","{B9502572-A3BE-4853-9B38-58E1D64BD921}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1STM107","1STM10","STEM10 Year 10 Sem 1 Wed7","STEM10 Year 10 Sem 1 Wed","7","SCIENCE_SCIENCE JUNIOR","SCI","","","","{C95A97B0-1828-4DA1-8007-D3042BE99728}","{17D16DD2-9787-4622-BAA0-C6B9A937BD36}"
"1VCD124","1VCD12","Visual Com & Design Unit 3 VCE4","Visual Com & Design Unit 3 VCE","4","ARTS_VISUAL ARTS","ART","VC033","4","","{B58B9806-6351-452A-81A5-544461590756}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1VLIT111","1VLIT11","Vocational Major Literacy Year 11 Sem 11","Vocational Major Literacy Year 11 Sem 1","1","VCAL","VCAL","LT031","1","","{74C891E0-42CD-4801-98C9-7681F6013478}","{954A7A22-B281-4676-9000-1986A03355F3}"
"1VLIT124","1VLIT12","Vocational Major Literacy Year 12 Sem 14","Vocational Major Literacy Year 12 Sem 1","4","VCAL","VCAL","LT033","4","","{02200640-3973-4458-8C2E-1CE3A3021FBA}","{954A7A22-B281-4676-9000-1986A03355F3}"
"1VNUM112","1VNUM11","Vocational Major Foundation Maths Unit 1 VCE2","Vocational Major Foundation Maths Unit 1 VCE","2","VCAL","VCAL","MA101","2","","{28127373-83C7-4074-8268-B9814EEE3EEA}","{954A7A22-B281-4676-9000-1986A03355F3}"
"1VNUM122","1VNUM12","Vocational Major Numeracy Year 12 Sem 12","Vocational Major Numeracy Year 12 Sem 1","2","VCAL","VCAL","NM033","2","","{246E0636-C5F1-45FE-BE1E-CD3B54686926}","{954A7A22-B281-4676-9000-1986A03355F3}"
"1VPD116","1VPD11","Voc. Major Personal Develop. Year 11 Sem 16","Voc. Major Personal Develop. Year 11 Sem 1","6","PCR","PCR","PD031","6","","{CEEB64D3-16CC-4FA0-A9D0-25AEA377BB37}","{FA72734B-1106-4897-80C6-A2FC310F8969}"
"1VPD123","1VPD12","Vocational Major Personal Development Unit 3 VCE3","Vocational Major Personal Development Unit 3 VCE","3","VCAL","VCAL","PD033","3","","{251CF154-8A90-4BF7-8000-9055AE701A66}","{954A7A22-B281-4676-9000-1986A03355F3}"
"1VSR113","1VSR11","VET Sport and Recreation Chelt Year 13","VET Sport and Recreation Chelt Year 1","3","HEALTHPED_PED","PED","","","","{F9C2EEAB-2CA0-4830-95C6-152F7C88EDFA}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1VWRS115","1VWRS11","Voc. Major Work Related Skills Year 11 Sem 15","Voc. Major Work Related Skills Year 11 Sem 1","5","VCAL","VCAL","WR031","5","","{6E2D0A78-A6ED-493A-8203-0FA8FBB01CFA}","{954A7A22-B281-4676-9000-1986A03355F3}"
"1VWRS125","1VWRS12","Voc. Major Work Related Skills Year 12 Sem 15","Voc. Major Work Related Skills Year 12 Sem 1","5","VCAL","VCAL","WR033","5","","{315DAC69-633B-40F3-B87E-B3A5AF69BAA7}","{954A7A22-B281-4676-9000-1986A03355F3}"
