"Class Code","Subject Code","Class Name","Subject Name","Class Suffix","Faculty Name","Faculty Code","BOS Class Code","BOS Code 2","BOS Code 3","ClassNameGuid","FacultyGuid"
"1WDA095","1WDA09","Wood A Year 9 Sem 15","Wood A Year 9 Sem 1","5","TECHNOLOGY_MATERIALS","MTR","","","","{D4F75F53-952B-4999-83F1-9C0F9BAE2AD4}","{CBB0EA18-55A7-4461-8856-7AF9AE993A6A}"
"1WDA102","1WDA10","Wood Technology A Year 10 Sem 12","Wood Technology A Year 10 Sem 1","2","TECHNOLOGY_MATERIALS","MTR","","","","{F2BECD2A-D0A6-4B36-B27E-6773DFF6AA32}","{CBB0EA18-55A7-4461-8856-7AF9AE993A6A}"
"1WDT116","1WDT11","Design Technology Wood Unit 1 VCE6","Design Technology Wood Unit 1 VCE","6","TECHNOLOGY_MATERIALS","MTR","DT011","6","","{77B69127-ADFE-4011-ABA2-A5AEBB975968}","{CBB0EA18-55A7-4461-8856-7AF9AE993A6A}"
"1WTD126","1WTD12","Design Technology Wood Unit 3 VCE6","Design Technology Wood Unit 3 VCE","6","TECHNOLOGY_MATERIALS","MTR","DT033","6","","{FAC0DA4B-A2A1-4301-9CA4-3FD6ACCA7524}","{CBB0EA18-55A7-4461-8856-7AF9AE993A6A}"
"1ART106","1ART10","Studio Art 2D Year 10 Sem 106","Studio Art 2D Year 10 Sem 1","6","ARTS_VISUAL ARTS","ART","","","","{7B85E998-1F30-418B-A674-83B2E8254E1C}","{FA553E4A-32C4-4874-AB53-EB753F4D03B6}"
"1CBD091A","1CBD09","Connect Bio Dash Year 9 Sem 11A","Connect Bio Dash Year 9 Sem 1","1A","CONNECT_CONNECT","CCT09","","","","{5BC9B8C3-A044-4023-94CC-7D2B4ED91275}","{6823268D-BEF8-4B5B-80A0-64E78AAF7411}"
"1CBD091B","1CBD09","Connect Bio Dash Year 9 Sem 11B","Connect Bio Dash Year 9 Sem 1","1B","CONNECT_CONNECT","CCT09","","","","{E2425DC2-C435-4926-94D9-FF4D006BA8A7}","{6823268D-BEF8-4B5B-80A0-64E78AAF7411}"
"1CBD091C","1CBD09","Connect Bio Dash Year 9 Sem 11C","Connect Bio Dash Year 9 Sem 1","1C","CONNECT_CONNECT","CCT09","","","","{7FC2890D-A1A8-442A-A18C-0B04DD10BCCC}","{6823268D-BEF8-4B5B-80A0-64E78AAF7411}"
"1CBD091D","1CBD09","Connect Bio Dash Year 9 Sem 11D","Connect Bio Dash Year 9 Sem 1","1D","CONNECT_CONNECT","CCT09","","","","{700D654B-0CD5-48DF-A981-DEA4C5BD10EE}","{6823268D-BEF8-4B5B-80A0-64E78AAF7411}"
"1CBD091E","1CBD09","Connect Bio Dash Year 9 Sem 11E","Connect Bio Dash Year 9 Sem 1","1E","CONNECT_CONNECT","CCT09","","","","{B387BCEC-541B-49CA-A20B-845778A470A6}","{6823268D-BEF8-4B5B-80A0-64E78AAF7411}"
"1CBD091F","1CBD09","Connect Bio Dash Year 9 Sem 11F","Connect Bio Dash Year 9 Sem 1","1F","CONNECT_CONNECT","CCT09","","","","{7C220A28-FFD1-4156-B19A-FA49F3EEBA4A}","{6823268D-BEF8-4B5B-80A0-64E78AAF7411}"
"1PCG08A","1PCG08","PASE Court Games Year 8 Sem 1A","PASE Court Games Year 8 Sem 1","A","HEALTHPED_PED","PED","","","","{39F52909-E1AE-4E6B-8B1F-0738CB2B947A}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PFS08B","1PFS08","PASE Field Sports Year 8 Sem 1B","PASE Field Sports Year 8 Sem 1","B","HEALTHPED_PED","PED","","","","{329814A5-126F-4F8F-B48D-38C30C9B61AF}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
"1PNG08C","1PNG08","PASE Net Games Year 8 Sem 1C","PASE Net Games Year 8 Sem 1","C","HEALTHPED_PED","PED","","","","{9A194667-FC10-47E9-8032-2D7B3339FB8E}","{2190B9E3-2C62-4FBC-9D68-1D2AF28DD4D0}"
