"RUR Code","RUR Name","TypeIsClass","RURID","Room Code","Reference Code"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1AME123"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1ART07B"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1ART07D"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1ART08A"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1ART08C"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1ART08E"
"VisArts","Visual Arts","True","{7B5913DF-1E77-497C-B3A7-FDA6BF4A0238}","","1ART106"
"ITT","Digital Tech","True","{9D9C4153-F99E-47F5-B57E-2A22B27F7658}","B8","1DIG07B"
"ITT","Digital Tech","True","{9D9C4153-F99E-47F5-B57E-2A22B27F7658}","","1DIG07D"
"ITT","Digital Tech","True","{9D9C4153-F99E-47F5-B57E-2A22B27F7658}","","1DIG095"
